p_date,ticker_code,EPS_Q_EST,REV_Q_EST,EPS_A_EST,REV_A_EST,EPS_Q_EST_FP,REV_Q_EST_FP,EPS_A_EST_FP,REV_A_EST_FP,EPS_LT,PRICE_LT,REV_Q_ACT,NI_Q_ACT,REV_A_ACT,NI_A_ACT,ACT_CLOSE_PRICE,ACT_OPEN_PRICE,ACT_HIGH_PRICE,ACT_LOW_PRICE,ACT_VOLUME
6/24/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,685.2,690.17,705,684.91,4771.78
6/27/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,681.14,682.49,683.325,672.66,2919.486
6/28/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,691.26,691.37,692.7399,684.85,1912.28
6/29/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,695.19,694.26,699.5,692.6833,2156.218
6/30/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,703.53,697.65,703.77,694.9016,2112.513
7/1/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,710.25,705.1,712.53,703.73,1549.16
7/4/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,710.25,705.1,712.53,703.73,0
7/5/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,704.89,705.01,708.12,699.13,1422.028
7/6/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,708.97,699.84,713,699,1445.126
7/7/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,707.26,710.11,710.17,700.67,1058.698
7/8/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,717.78,710.56,717.9,708.11,1497.323
7/11/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,727.2,719.42,728.9289,718.865,1441.113
7/12/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,732.51,731.92,735.6,727.5,1328.68
7/13/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,729.48,735.52,735.52,729.02,1021.827
7/14/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,735.8,733.94,736.14,730.59,1070.351
7/15/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,735.63,741,741,734.64,1617.087
7/18/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,753.2,737.91,755.1369,736.51,1934.9
7/19/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,753.41,749.87,756.59,748.489,1521.795
7/20/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,757.08,754.05,760.64,754.05,1125.117
7/21/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,754.41,757,758.15,751.52,953.053
7/22/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,759.28,757.32,759.45,752.655,1046.024
7/25/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,757.52,757.68,759.8249,754.07,1073.31
7/26/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,757.65,757.52,759.26,752.7503,1189.573
7/27/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,761.97,758.97,764.45,755.93,1608.589
7/28/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,765.84,768.84,768.97,759.09,3673.221
7/29/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,791.34,797.71,803.94,790,5090.527
8/1/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,800.94,786.67,807.49,785.04,3029.658
8/2/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,800.12,797.33,802.32,794.53,1996.354
8/3/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,798.92,796.47,799.54,793.02,1461.025
8/4/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,797.25,798.24,800.2,793.92,1076.031
8/5/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,806.93,800.11,807.22,797.81,1807.271
8/8/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,805.23,806,807.6,801.69,1221.609
8/9/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,807.48,804.49,813.33,804.06,1607.685
8/10/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,808.49,807.05,810.879,806.49,918.514
8/11/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,808.2,810.47,813.879,806,1282.274
8/12/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,807.05,805.09,807.19,803.64,897.283
8/15/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,805.96,807.21,811.36,804.03,930.074
8/16/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,801.19,803.5,804.26,797,1057.897
8/17/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,805.42,800,805.63,796.3,1066.07
8/18/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.75,805.36,808,801.63,865.16
8/19/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,799.65,799.79,801.23,796.88,1120.763
8/22/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,796.95,798.51,799.3,794.33,853.365
8/23/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,796.59,800.48,801,795.99,917.513
8/24/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,793.6,796.86,798.46,790.76,1284.437
8/25/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,791.3,792,794.72,787.23,1202.68
8/26/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,793.22,792.49,799.4,789.4069,1248.881
8/29/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,795.82,793.05,798.52,790.32,773.698
8/30/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,791.92,792.88,798,789.47,1167.413
8/31/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,789.85,789.6,791.57,787.2,1071.42
9/1/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,791.4,791.98,792.89,786.33,1303.46
9/2/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,796.87,795.27,797.1,793.26,1349.896
9/6/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,808.02,798.39,810.89,795.43,1989.537
9/7/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,807.99,807.93,810.6,803.72,1145.724
9/8/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.84,805.22,808.42,801.0101,1177.66
9/9/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,788.48,798.77,801.75,788.05,1887.633
9/12/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,798.82,784.52,800.17,783.5,1863.737
9/13/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,788.72,794.01,795.79,784.33,1809.044
9/14/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,790.46,787.53,796.33,787.53,1313.912
9/15/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,801.23,790.01,803.645,788.66,1566.36
9/16/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,797.97,799.02,799.02,793.62,2130.571
9/19/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,795.39,801.11,803.99,793.56,1149.522
9/20/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,799.78,800,802.75,798.26,1050.041
9/21/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,805.03,801.26,805.91,796.03,1348.476
9/22/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,815.95,810,819.06,807.71,1759.29
9/23/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,814.96,815.14,817,812.73,1411.673
9/26/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.65,809.82,810.08,800.45,1472.732
9/27/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,810.73,801.83,813.49,801.83,1367.271
9/28/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,810.06,804.08,810.25,802.7803,1470.28
9/29/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.64,807.23,813.91,800.855,1349.974
9/30/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,804.06,803.6,808.09,801.5,1660.201
10/3/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,800.38,802.55,803.54,796.23,1489.212
10/4/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.79,805,806.5,799.67,1258.706
10/5/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,801.23,806,808.5,800.71,1213.82
10/6/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,803.08,804.08,806.945,800.51,1099.909
10/7/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,800.71,805.93,805.94,796.82,1163.899
10/10/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,814.17,803.93,817.38,802.24,1496.115
10/11/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,809.57,814.17,819.86,807.37,1721.575
10/12/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,811.77,811.96,814.5,808.5545,907.876
10/13/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,804.08,806.07,806.56,798.62,1368.981
10/14/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,804.6,807.45,810.09,802.32,1111.934
10/17/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,806.84,805.99,813.49,803.83,1056.367
10/18/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,821.49,814.21,828.81,813.33,2289.265
10/19/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,827.09,824.52,829.81,823.205,1500.142
10/20/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,821.63,827.56,828.465,820.55,1393.87
10/21/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,824.06,820,824.29,818.31,1615.814
10/24/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,835.74,830.09,837.94,829.04,1447.616
10/25/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,828.55,838.5,838.5,825.3005,1890.712
10/26/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,822.1,827.12,827.71,816.35,1794.868
10/27/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,817.35,823.01,826.58,814.61,2973.486
10/28/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,819.56,829.94,839,817,4354.884
10/31/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,809.9,822.43,822.63,808,2242.679
11/1/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,805.48,810.87,813.96,798.26,2355.89
11/2/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,788.42,806.76,806.76,785,2350.736
11/3/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,782.19,784.5,790,778.63,2175.216
11/4/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,781.1,771.3,788.48,771.0043,1970.603
11/7/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.03,794.95,805,792.9,1992.57
11/8/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,811.98,802.03,816.04,799.62,1769.069
11/9/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,805.59,801.83,811.71,792.035,3098.51
11/10/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,780.29,810,810.06,768.23,5909.609
11/11/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,771.75,776.81,777.29,765.54,3592.641
11/14/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,753.22,771.76,771.78,743.59,3688.274
11/15/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,775.16,765.47,780.2376,765.22,2943.889
11/16/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,779.98,770.42,783.5,766.33,1798.36
11/17/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,786.16,782.5,788.9,779.85,1533.679
11/18/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,775.97,787.17,791.29,775.35,1806.264
11/21/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,784.8,778.1,786.55,776.3,1630.835
11/22/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,785,788.99,793.77,783.74,1394.174
11/23/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,779,789.52,789.52,772.65,1312.981
11/24/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,779,789.52,789.52,772.65,0
11/25/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,780.23,782.61,782.9,778.19,613.549
11/28/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,785.79,778.35,799.74,778.1,2575.432
11/29/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,789.44,788.38,796.44,785.34,1561.981
11/30/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,775.88,789.1,791.51,773.145,2279.054
12/1/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,764.33,778.55,778.6,753.36,2867.074
12/2/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,764.46,761.9,770.5,759,1718.846
12/5/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,778.22,770,780,766.9686,1688.473
12/6/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,776.18,780.19,785.28,773.32,1734.099
12/7/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,791.47,779.95,792,773.53,2029.415
12/8/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,795.17,792.95,799,787.905,1612.531
12/9/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,809.45,799.3,809.95,798.05,1904.463
12/12/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,807.9,804.82,811.35,804.5311,1628.602
12/13/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,815.34,812.39,824.3,811.94,2128.21
12/14/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,817.89,815.92,824.26,812.78,1799.654
12/15/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,815.65,817.36,823,812,1769.719
12/16/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,809.84,818.31,819.2,808.12,2598.866
12/19/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,812.5,809.28,816.22,804.5,1263.581
12/20/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,815.2,813.37,816.49,811,1271.883
12/21/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,812.2,815.72,815.72,805.1,1459.628
12/22/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,809.68,809.1,811.07,806.03,1132.119
12/23/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,807.8,808.01,810.9696,805.11,765.537
12/27/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,809.93,808.68,816,805.8,975.962
12/28/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,804.57,813.33,813.33,802.44,1214.756
12/29/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,802.88,802.33,805.75,798.144,1057.392
12/30/16,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,792.45,803.21,803.285,789.62,1735.879
1/3/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,808.01,800.62,811.435,796.89,1959.033
1/4/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,807.77,809.89,813.43,804.11,1515.339
1/5/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,813.02,807.5,813.74,805.92,1340.535
1/6/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,825.21,814.99,828.96,811.5,2017.097
1/9/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,827.18,826.37,830.43,821.62,1408.924
1/10/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,826.01,827.07,829.41,823.14,1197.442
1/11/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,829.86,826.62,829.9,821.47,1325.394
1/12/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,829.53,828.38,830.38,821.01,1350.308
1/13/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,830.94,831,834.65,829.52,1290.182
1/16/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,830.94,831,834.65,829.52,0
1/17/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,827.46,830,830.18,823.2001,1440.905
1/18/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,829.02,829.8,829.81,824.08,1027.698
1/19/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,824.37,829,832.9999,823.96,1070.454
1/20/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,828.17,829.09,829.24,824.6,1306.183
1/23/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,844.43,831.61,845.5428,828.7,2457.377
1/24/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,849.53,846.98,851.52,842.28,1688.375
1/25/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,858.45,853.55,858.7936,849.74,1662.148
1/26/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,856.98,859.05,861,850.5201,3493.251
1/27/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,845.03,859,867,841.9,3752.497
1/30/17,GOOGL,8.33186325,33059.70833,33.327453,132238.8333,0,0,0,0,17.60725,977.585366,22433.25,4869.5,89733,19478,823.83,837.06,837.23,821.03,3516.933
